uuid,Members,Answers,Fully specified name:pt,Fully specified name:en,Short name:pt,Short name:en,Data class,Data type,_version:1,_order:100
fd3694dc-c511-474d-9f80-77a57d2490a7,,,DC_Outros transtornos psicóticos não-orgânicos,DC_Outros transtornos psicóticos não-orgânicos,F28-Outros transtornos psicóticos não-orgânicos,F28-Outros transtornos psicóticos não-orgânicos,Misc,N/A,,
7bed0670-4e85-44da-a6de-321a4a61bc7e,,,DC_Psicose não-orgânica não especificada,DC_Psicose não-orgânica não especificada,F29-Psicose não-orgânica não especificada,F29-Psicose não-orgânica não especificada,Misc,N/A,,
8ca43013-fd0c-4a1f-b7f1-7abb5b7922aa,,,DC_Episódio maníaco,DC_Episódio maníaco,F30-Episódio maníaco,F30-Episódio maníaco,Misc,N/A,,
1b480600-a9fc-4535-b897-d7cef2ed0bca,,,DC_Transtorno afetivo bipolar,DC_Transtorno afetivo bipolar,F31-Transtorno afetivo bipolar,F31-Transtorno afetivo bipolar,Misc,N/A,,
5e0d8826-b43e-4ee9-98ce-c26dbbd1ad16,,,DC_Episódios depressivos,DC_Episódios depressivos,F32-Episódios depressivos,F32-Episódios depressivos,Misc,N/A,,
4109cb6e-2722-41a2-b399-10f1c24f1f05,,,DC_Transtorno depressivo recorrente,DC_Transtorno depressivo recorrente,F33-Transtorno depressivo recorrente,F33-Transtorno depressivo recorrente,Misc,N/A,,
e2f0b2db-3cdd-4674-bd9e-570376e1e5fe,,,DC_Transtornos de humor [afetivos] persistentes,DC_Transtornos de humor [afetivos] persistentes,F34-Transtornos de humor [afetivos] persistentes,F34-Transtornos de humor [afetivos] persistentes,Misc,N/A,,
47a69ab0-283a-4e48-8ebf-ad00a22e55eb,,,DC_Outros transtornos do humor [afetivos],DC_Outros transtornos do humor [afetivos],F38-Outros transtornos do humor [afetivos],F38-Outros transtornos do humor [afetivos],Misc,N/A,,
c24bbb2a-4134-49d1-a01d-2118913bbe06,,,DC_Transtorno do humor [afetivo] não especificado,DC_Transtorno do humor [afetivo] não especificado,F39-Transtorno do humor [afetivo] não especificado,F39-Transtorno do humor [afetivo] não especificado,Misc,N/A,,
bda5e51e-ac34-4dd6-99ae-e18697700ec4,,,DC_Transtornos fóbico-ansiosos,DC_Transtornos fóbico-ansiosos,F40-Transtornos fóbico-ansiosos,F40-Transtornos fóbico-ansiosos,Misc,N/A,,
2df0b5ab-99d2-4b6f-8c10-0992500f342c,,,DC_Outros transtornos ansiosos,DC_Outros transtornos ansiosos,F41-Outros transtornos ansiosos,F41-Outros transtornos ansiosos,Misc,N/A,,
a5141016-f890-4bed-a45b-1e37d7e5065e,,,DC_Transtorno obsessivo-compulsivo,DC_Transtorno obsessivo-compulsivo,F42-Transtorno obsessivo-compulsivo,F42-Transtorno obsessivo-compulsivo,Misc,N/A,,
4cb7d0bc-dd7d-40f6-a219-5b102f03e1ae,,,"DC_Reações ao ""stress"" grave e transtornos de adaptação","DC_Reações ao ""stress"" grave e transtornos de adaptação","F43-Reações ao ""stress"" grave e transtornos de adaptação","F43-Reações ao ""stress"" grave e transtornos de adaptação",Misc,N/A,,
d979b56a-dea5-421d-b375-3e91693ad628,,,DC_Transtornos dissociativos [de conversão],DC_Transtornos dissociativos [de conversão],F44-Transtornos dissociativos [de conversão],F44-Transtornos dissociativos [de conversão],Misc,N/A,,
446c80fb-6940-4da8-931e-97f3a0c23c22,,,DC_Transtornos somatoformes,DC_Transtornos somatoformes,F45-Transtornos somatoformes,F45-Transtornos somatoformes,Misc,N/A,,
d7f8b239-ba11-4ffb-985d-b1fa1e5393e6,,,DC_Outros transtornos neuróticos,DC_Outros transtornos neuróticos,F48-Outros transtornos neuróticos,F48-Outros transtornos neuróticos,Misc,N/A,,
506062a7-a319-43bc-982a-cd1288ea2d54,,,DC_Transtornos da alimentação,DC_Transtornos da alimentação,F50-Transtornos da alimentação,F50-Transtornos da alimentação,Misc,N/A,,
fca033a9-bf22-408c-a07f-b87f1178aee9,,,DC_Transtornos não-orgânicos do sono devidos a fatores emocionais,DC_Transtornos não-orgânicos do sono devidos a fatores emocionais,F51-Transtornos não-orgânicos do sono devidos a fatores emocionais,F51-Transtornos não-orgânicos do sono devidos a fatores emocionais,Misc,N/A,,
7b321b5a-54e2-4890-b544-988681df9db9,,,"DC_Disfunção sexual, não causada por transtorno ou doença orgânica","DC_Disfunção sexual, não causada por transtorno ou doença orgânica","F52-Disfunção sexual, não causada por transtorno ou doença orgânica","F52-Disfunção sexual, não causada por transtorno ou doença orgânica",Misc,N/A,,
e6c074d7-f309-4b4a-a077-2a850ae376fb,,,"DC_Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte","DC_Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte","F53-Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte","F53-Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte",Misc,N/A,,
031ba4a3-d354-4969-9648-ce16e3bdff28,,,DC_Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,DC_Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,F54-Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,F54-Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,Misc,N/A,,
25b7ab27-7609-4667-8f05-84f654fd5035,,,DC_Abuso de substâncias que não produzem dependência,DC_Abuso de substâncias que não produzem dependência,F55-Abuso de substâncias que não produzem dependência,F55-Abuso de substâncias que não produzem dependência,Misc,N/A,,
126fbf53-c813-4136-9984-8ba4d63abd3b,,,"DC_Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas","DC_Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas","F59-Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas","F59-Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas",Misc,N/A,,
545ce827-7718-4e81-9ac3-8312a6c93738,,,DC_Transtornos específicos da personalidade,DC_Transtornos específicos da personalidade,F60-Transtornos específicos da personalidade,F60-Transtornos específicos da personalidade,Misc,N/A,,
4aad98b4-9dfb-43b9-88c1-1aa67e78dfdb,,,DC_Transtornos mistos da personalidade e outros transtornos da personalidade,DC_Transtornos mistos da personalidade e outros transtornos da personalidade,F61-Transtornos mistos da personalidade e outros transtornos da personalidade,F61-Transtornos mistos da personalidade e outros transtornos da personalidade,Misc,N/A,,
44bde9ac-870a-4d12-9874-d050b7403cd3,,,DC_Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,DC_Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,F62-Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,F62-Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,Misc,N/A,,
f24110b5-4e62-4a34-8d7c-f68727d8d22a,,,DC_Transtornos dos hábitos e dos impulsos,DC_Transtornos dos hábitos e dos impulsos,F63-Transtornos dos hábitos e dos impulsos,F63-Transtornos dos hábitos e dos impulsos,Misc,N/A,,
91d54155-1cb0-4d9d-b82c-10423ae7e79e,,,DC_Transtornos da identidade sexual,DC_Transtornos da identidade sexual,F64-Transtornos da identidade sexual,F64-Transtornos da identidade sexual,Misc,N/A,,
b6c52c4b-8bd3-405b-b7f1-4f7c37e00f16,,,DC_Transtornos da preferência sexual,DC_Transtornos da preferência sexual,F65-Transtornos da preferência sexual,F65-Transtornos da preferência sexual,Misc,N/A,,
ad7473bd-86de-462a-b816-a6119516df35,,,DC_Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,DC_Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,F66-Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,F66-Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,Misc,N/A,,
fd6ce453-6594-426a-af6a-39b4ccf7b7b1,,,DC_Outros transtornos da personalidade e do comportamento do adulto,DC_Outros transtornos da personalidade e do comportamento do adulto,F68-Outros transtornos da personalidade e do comportamento do adulto,F68-Outros transtornos da personalidade e do comportamento do adulto,Misc,N/A,,
a993a8fe-0e9e-4f77-88c1-4cb07d1518c1,,,"DC_Transtorno da personalidade e do comportamento do adulto, não especificado","DC_Transtorno da personalidade e do comportamento do adulto, não especificado","F69-Transtorno da personalidade e do comportamento do adulto, não especificado","F69-Transtorno da personalidade e do comportamento do adulto, não especificado",Misc,N/A,,
11df88c9-14de-45b2-b5d7-739a8881d9f2,,,DC_Retardo mental leve,DC_Retardo mental leve,F70-Retardo mental leve,F70-Retardo mental leve,Misc,N/A,,
b4fd47b0-c92a-46c3-8319-a6c08f9af0da,,,DC_Retardo mental moderado,DC_Retardo mental moderado,F71-Retardo mental moderado,F71-Retardo mental moderado,Misc,N/A,,
6bed66a3-9c52-40e9-9de4-e449345ea90c,,,DC_Retardo mental grave,DC_Retardo mental grave,F72-Retardo mental grave,F72-Retardo mental grave,Misc,N/A,,
a592f241-a5a7-4df9-abbf-6fbdef29f247,,,DC_Retardo mental profundo,DC_Retardo mental profundo,F73-Retardo mental profundo,F73-Retardo mental profundo,Misc,N/A,,
24ea0120-093a-483a-bece-3f2c4702bdfa,,,DC_Outro retardo mental,DC_Outro retardo mental,F78-Outro retardo mental,F78-Outro retardo mental,Misc,N/A,,
dd0ace37-7fca-499d-a99e-c0d1d2578857,,,DC_Retardo mental não especificado,DC_Retardo mental não especificado,F79-Retardo mental não especificado,F79-Retardo mental não especificado,Misc,N/A,,
c4cb2b04-32b9-455d-b60e-bcf4e701d3ce,,,DC_Transtornos específicos do desenvolvimento da fala e da linguagem,DC_Transtornos específicos do desenvolvimento da fala e da linguagem,F80-Transtornos específicos do desenvolvimento da fala e da linguagem,F80-Transtornos específicos do desenvolvimento da fala e da linguagem,Misc,N/A,,
2cc2f626-d972-4ee3-b0f3-3e318d33caad,,,DC_Transtornos específicos do desenvolvimento das habilidades escolares,DC_Transtornos específicos do desenvolvimento das habilidades escolares,F81-Transtornos específicos do desenvolvimento das habilidades escolares,F81-Transtornos específicos do desenvolvimento das habilidades escolares,Misc,N/A,,
f3ce74ae-346a-41fe-baf6-8324118e4c51,,,DC_Transtorno específico do desenvolvimento motor,DC_Transtorno específico do desenvolvimento motor,F82-Transtorno específico do desenvolvimento motor,F82-Transtorno específico do desenvolvimento motor,Misc,N/A,,
b800f2b4-7ff0-4c9a-84bc-4109d4d9b817,,,DC_Transtornos específicos misto do desenvolvimento,DC_Transtornos específicos misto do desenvolvimento,F83-Transtornos específicos misto do desenvolvimento,F83-Transtornos específicos misto do desenvolvimento,Misc,N/A,,
e49b25e5-3be4-4cdf-b1a3-cdfa4d259245,,,DC_Transtornos globais do desenvolvimento,DC_Transtornos globais do desenvolvimento,F84-Transtornos globais do desenvolvimento,F84-Transtornos globais do desenvolvimento,Misc,N/A,,
82d18be7-2e2c-4c60-8842-5937ae43c828,,,DC_Outros transtornos do desenvolvimento psicológico,DC_Outros transtornos do desenvolvimento psicológico,F88-Outros transtornos do desenvolvimento psicológico,F88-Outros transtornos do desenvolvimento psicológico,Misc,N/A,,
1181bbd8-8b42-4104-a35a-1f8858f50e98,,,DC_Transtorno do desenvolvimento psicológico não especificado,DC_Transtorno do desenvolvimento psicológico não especificado,F89-Transtorno do desenvolvimento psicológico não especificado,F89-Transtorno do desenvolvimento psicológico não especificado,Misc,N/A,,
c13da80c-eba8-48d3-beee-39ce05d68ade,,,DC_Transtornos hipercinéticos,DC_Transtornos hipercinéticos,F90-Transtornos hipercinéticos,F90-Transtornos hipercinéticos,Misc,N/A,,
e682a431-8446-46e0-8fb6-a7ad0412d2fc,,,DC_Distúrbios de conduta,DC_Distúrbios de conduta,F91-Distúrbios de conduta,F91-Distúrbios de conduta,Misc,N/A,,
fb0c632e-79ed-49de-bba7-28407c855849,,,DC_Transtornos mistos de conduta e das emoções,DC_Transtornos mistos de conduta e das emoções,F92-Transtornos mistos de conduta e das emoções,F92-Transtornos mistos de conduta e das emoções,Misc,N/A,,
9ad87647-d72e-422a-92d4-c033d69af943,,,DC_Transtornos emocionais com início especificamente na infância,DC_Transtornos emocionais com início especificamente na infância,F93-Transtornos emocionais com início especificamente na infância,F93-Transtornos emocionais com início especificamente na infância,Misc,N/A,,
1c586d75-471f-48b0-bb63-ecac50ef1d65,,,DC_Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,DC_Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,F94-Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,F94-Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,Misc,N/A,,
eeb3f1ed-328d-4fff-bd2b-f68bef9e7d9f,,,DC_Tiques,DC_Tiques,F95-Tiques,F95-Tiques,Misc,N/A,,
c83a1f19-2e3b-4e46-b978-84b5799e4b0b,,,DC_Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,DC_Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,F98-Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,F98-Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,Misc,N/A,,
472e312a-3589-4913-8dd1-9e847649c048,,,DC_Transtorno mental não especificado,DC_Transtorno mental não especificado,F99-Transtorno mental não especificado,F99-Transtorno mental não especificado,Misc,N/A,,
cc7f9924-f960-4be6-a72b-1837367149a4,,,DC_Transtorno mental não especificado em outra parte,DC_Transtorno mental não especificado em outra parte,F99-Transtorno mental não especificado em outra parte,F99-Transtorno mental não especificado em outra parte,Misc,N/A,,
eed833c6-a13f-498b-acea-5cead809ba8a,,,DC_Meningite bacteriana não classificada em outra parte,DC_Meningite bacteriana não classificada em outra parte,G00-Meningite bacteriana não classificada em outra parte,G00-Meningite bacteriana não classificada em outra parte,Misc,N/A,,
bd07b735-1e40-46ef-820a-5ada3fbe674b,,,DC_Meningite em doenças bacterianas classificadas em outra parte,DC_Meningite em doenças bacterianas classificadas em outra parte,G01*-Meningite em doenças bacterianas classificadas em outra parte,G01*-Meningite em doenças bacterianas classificadas em outra parte,Misc,N/A,,
28a98675-73d2-4051-9756-7b79c79b414f,,,DC_Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,DC_Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,G02*-Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,G02*-Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,Misc,N/A,,
6df42f7a-1b24-4b56-bbd0-dbaf8cb60df0,,,DC_Meningite devida a outras causas e a causas não especificadas,DC_Meningite devida a outras causas e a causas não especificadas,G03-Meningite devida a outras causas e a causas não especificadas,G03-Meningite devida a outras causas e a causas não especificadas,Misc,N/A,,
65046246-d6fc-4a10-a587-d96605e97061,,,"DC_Encefalite, mielite e encefalomielite","DC_Encefalite, mielite e encefalomielite","G04-Encefalite, mielite e encefalomielite","G04-Encefalite, mielite e encefalomielite",Misc,N/A,,
645a2479-3cc2-444a-93c9-42ef5f38aef5,,,"DC_Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","DC_Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","G05*-Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","G05*-Encefalite, mielite e encefalomielite em doenças classificadas em outra parte",Misc,N/A,,
1f7645bc-73d1-47d7-ac6b-ab9df7be81fb,,,DC_Abscesso e granuloma intracranianos e intra-raquidianos,DC_Abscesso e granuloma intracranianos e intra-raquidianos,G06-Abscesso e granuloma intracranianos e intra-raquidianos,G06-Abscesso e granuloma intracranianos e intra-raquidianos,Misc,N/A,,
b35a3d13-67a0-4640-b03e-4e0da28d6d4a,,,DC_Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,DC_Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,G07*-Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,G07*-Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,Misc,N/A,,
adb5acba-d339-4a4c-a749-cefdc1a8761d,,,DC_Flebite e tromboflebite intracranianas e intra-raquidianas,DC_Flebite e tromboflebite intracranianas e intra-raquidianas,G08-Flebite e tromboflebite intracranianas e intra-raquidianas,G08-Flebite e tromboflebite intracranianas e intra-raquidianas,Misc,N/A,,
24e0bb04-8982-43ba-b9c1-5ec7e8a36803,,,DC_Seqüelas de doenças inflamatórias do sistema nervoso central,DC_Seqüelas de doenças inflamatórias do sistema nervoso central,G09-Seqüelas de doenças inflamatórias do sistema nervoso central,G09-Seqüelas de doenças inflamatórias do sistema nervoso central,Misc,N/A,,
91d90b7c-5247-49c7-b48e-340c627a6832,,,DC_Doença de Huntington,DC_Doença de Huntington,G10-Doença de Huntington,G10-Doença de Huntington,Misc,N/A,,
31bf1522-ecf0-486d-8643-6e15ebe57fef,,,DC_Ataxia hereditária,DC_Ataxia hereditária,G11-Ataxia hereditária,G11-Ataxia hereditária,Misc,N/A,,
8048ce74-75dd-4314-abe8-a995927702fb,,,DC_Atrofia muscular espinal e síndromes correlatas,DC_Atrofia muscular espinal e síndromes correlatas,G12-Atrofia muscular espinal e síndromes correlatas,G12-Atrofia muscular espinal e síndromes correlatas,Misc,N/A,,
4165da25-4f85-4e12-94fa-c3e21e9a5ce2,,,DC_Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte,DC_Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte,G13*-Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte,G13*-Atrofias sistêmicas que afetam principalmente o sistema nervoso central em doenças classificadas em outra parte,Misc,N/A,,
7f377db4-70dc-4d7e-859b-17b767742959,,,DC_Doença de Parkinson,DC_Doença de Parkinson,G20-Doença de Parkinson,G20-Doença de Parkinson,Misc,N/A,,
3ec8d3f7-2b20-4bd3-9707-4cc380eaf498,,,DC_Parkinsonismo secundário,DC_Parkinsonismo secundário,G21-Parkinsonismo secundário,G21-Parkinsonismo secundário,Misc,N/A,,
ffc7f314-af6c-4d49-b2e1-7f3ecbd46c7a,,,DC_Parkinsonismo em doenças classificadas em outra parte,DC_Parkinsonismo em doenças classificadas em outra parte,G22*-Parkinsonismo em doenças classificadas em outra parte,G22*-Parkinsonismo em doenças classificadas em outra parte,Misc,N/A,,
463b4feb-1a19-4245-b955-b2a4744418c2,,,DC_Outras doenças degenerativas dos gânglios da base,DC_Outras doenças degenerativas dos gânglios da base,G23-Outras doenças degenerativas dos gânglios da base,G23-Outras doenças degenerativas dos gânglios da base,Misc,N/A,,
efc5331b-b7ad-4441-a166-ca98cc4064ac,,,DC_Distonia,DC_Distonia,G24-Distonia,G24-Distonia,Misc,N/A,,
6cd7489b-dcc9-4ae5-b29d-e226b52f1aa0,,,DC_Outras doenças extrapiramidais e transtornos dos movimentos,DC_Outras doenças extrapiramidais e transtornos dos movimentos,G25-Outras doenças extrapiramidais e transtornos dos movimentos,G25-Outras doenças extrapiramidais e transtornos dos movimentos,Misc,N/A,,
d1b72f2a-cf20-4a09-8192-138e9114c8a4,,,DC_Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte,DC_Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte,G26*-Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte,G26*-Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte,Misc,N/A,,
62c3b079-6546-49d7-8f61-128575d8589f,,,DC_Doença de Alzheimer,DC_Doença de Alzheimer,G30-Doença de Alzheimer,G30-Doença de Alzheimer,Misc,N/A,,
f0281dff-5971-4238-8633-171cf518181e,,,DC_Outras doenças degenerativas do sistema nervoso não classificadas em outra parte,DC_Outras doenças degenerativas do sistema nervoso não classificadas em outra parte,G31-Outras doenças degenerativas do sistema nervoso não classificadas em outra parte,G31-Outras doenças degenerativas do sistema nervoso não classificadas em outra parte,Misc,N/A,,
0076c619-547c-4291-8510-1521ad3f3ce5,,,DC_Outros transtornos degenerativos do sistema nervoso em doenças classificadas em outra parte,DC_Outros transtornos degenerativos do sistema nervoso em doenças classificadas em outra parte,G32*-Outros transtornos degenerativos do sistema nervoso em doenças classificadas em outra parte,G32*-Outros transtornos degenerativos do sistema nervoso em doenças classificadas em outra parte,Misc,N/A,,
18a5e466-b8fe-49d2-8e22-a83748e4cdda,,,DC_Esclerose múltipla,DC_Esclerose múltipla,G35-Esclerose múltipla,G35-Esclerose múltipla,Misc,N/A,,
9d7dc7bb-8088-4772-8179-cd740f5594a0,,,DC_Outras desmielinizações disseminadas agudas,DC_Outras desmielinizações disseminadas agudas,G36-Outras desmielinizações disseminadas agudas,G36-Outras desmielinizações disseminadas agudas,Misc,N/A,,
bd04eefc-f9ac-4612-9005-8536df7a6a0d,,,DC_Outras doenças desmielinizantes do sistema nervoso central,DC_Outras doenças desmielinizantes do sistema nervoso central,G37-Outras doenças desmielinizantes do sistema nervoso central,G37-Outras doenças desmielinizantes do sistema nervoso central,Misc,N/A,,
372d90a3-7888-4ede-b9f4-5acccc62810b,,,DC_Epilepsia,DC_Epilepsia,G40-Epilepsia,G40-Epilepsia,Misc,N/A,,
e5084fb7-6ca1-4e3a-9669-0fadceb423ce,,,DC_Estado de mal epiléptico,DC_Estado de mal epiléptico,G41-Estado de mal epiléptico,G41-Estado de mal epiléptico,Misc,N/A,,
cfb08043-ad70-47cb-860b-88f6703e6795,,,DC_Enxaqueca,DC_Enxaqueca,G43-Enxaqueca,G43-Enxaqueca,Misc,N/A,,
fd8c2d06-0216-4a4a-9468-17315ac2ce2a,,,DC_Outras síndromes de algias cefálicas,DC_Outras síndromes de algias cefálicas,G44-Outras síndromes de algias cefálicas,G44-Outras síndromes de algias cefálicas,Misc,N/A,,
481191d8-7446-4163-9787-b1d970e48ee9,,,DC_Acidentes vasculares cerebrais isquêmicos transitórios e síndromes correlatas,DC_Acidentes vasculares cerebrais isquêmicos transitórios e síndromes correlatas,G45-Acidentes vasculares cerebrais isquêmicos transitórios e síndromes correlatas,G45-Acidentes vasculares cerebrais isquêmicos transitórios e síndromes correlatas,Misc,N/A,,
7c0dd56a-7b77-4468-9a64-25e770fb7301,,,DC_Síndromes vasculares cerebrais que ocorrem em doenças cerebrovasculares (I60-I67†),DC_Síndromes vasculares cerebrais que ocorrem em doenças cerebrovasculares (I60-I67†),G46†-Síndromes vasculares cerebrais que ocorrem em doenças cerebrovasculares (I60-I67†),G46†-Síndromes vasculares cerebrais que ocorrem em doenças cerebrovasculares (I60-I67†),Misc,N/A,,
97af5cb0-7681-4442-b456-ec661ba7dbaf,,,DC_Distúrbios do sono,DC_Distúrbios do sono,G47-Distúrbios do sono,G47-Distúrbios do sono,Misc,N/A,,
9b373cb3-22f8-42a5-8eb6-0febc4a6eb7b,,,DC_Transtornos do nervo trigêmeo,DC_Transtornos do nervo trigêmeo,G50-Transtornos do nervo trigêmeo,G50-Transtornos do nervo trigêmeo,Misc,N/A,,
65219449-8097-4901-b730-abe5f1caab73,,,DC_Transtornos do nervo facial,DC_Transtornos do nervo facial,G51-Transtornos do nervo facial,G51-Transtornos do nervo facial,Misc,N/A,,
8f7a6f6a-8d80-48b4-a035-5533b021d048,,,DC_Transtornos de outros nervos cranianos,DC_Transtornos de outros nervos cranianos,G52-Transtornos de outros nervos cranianos,G52-Transtornos de outros nervos cranianos,Misc,N/A,,
bf12246b-063d-4b40-900f-aadf0c1d7dba,,,DC_Transtornos dos nervos cranianos em doenças classificadas em outra parte,DC_Transtornos dos nervos cranianos em doenças classificadas em outra parte,G53*-Transtornos dos nervos cranianos em doenças classificadas em outra parte,G53*-Transtornos dos nervos cranianos em doenças classificadas em outra parte,Misc,N/A,,
caf38bea-c0c4-4461-99bc-154361b42e9a,,,DC_Transtornos das raízes e dos plexos nervosos,DC_Transtornos das raízes e dos plexos nervosos,G54-Transtornos das raízes e dos plexos nervosos,G54-Transtornos das raízes e dos plexos nervosos,Misc,N/A,,
dd81edd6-b96d-46ae-b927-f8ed1e85932e,,,DC_Compressões das raízes e dos plexos nervosos em doenças classificadas em outra parte,DC_Compressões das raízes e dos plexos nervosos em doenças classificadas em outra parte,G55*-Compressões das raízes e dos plexos nervosos em doenças classificadas em outra parte,G55*-Compressões das raízes e dos plexos nervosos em doenças classificadas em outra parte,Misc,N/A,,
545a452c-bcf1-4d3b-a8d3-a529ed2bfa04,,,DC_Mononeuropatias dos membros superiores,DC_Mononeuropatias dos membros superiores,G56-Mononeuropatias dos membros superiores,G56-Mononeuropatias dos membros superiores,Misc,N/A,,
1df7f1b6-d7f2-4084-95e8-0dbb80c8929b,,,DC_Mononeuropatias dos membros inferiores,DC_Mononeuropatias dos membros inferiores,G57-Mononeuropatias dos membros inferiores,G57-Mononeuropatias dos membros inferiores,Misc,N/A,,
dc6bfe9c-9346-4ef0-abf6-e4a8a52b7238,,,DC_Outras mononeuropatias,DC_Outras mononeuropatias,G58-Outras mononeuropatias,G58-Outras mononeuropatias,Misc,N/A,,
afad1408-59e9-4f61-b392-ed525fc783e9,,,DC_Mononeuropatias em doenças classificadas em outra parte,DC_Mononeuropatias em doenças classificadas em outra parte,G59*-Mononeuropatias em doenças classificadas em outra parte,G59*-Mononeuropatias em doenças classificadas em outra parte,Misc,N/A,,
bfd3a313-4ba5-41af-8cd6-bb9c65456f89,,,DC_Neuropatia hereditária e idiopática,DC_Neuropatia hereditária e idiopática,G60-Neuropatia hereditária e idiopática,G60-Neuropatia hereditária e idiopática,Misc,N/A,,
a1a9520a-04b6-4ecd-acf9-afc0a66fe088,,,DC_Polineuropatia inflamatória,DC_Polineuropatia inflamatória,G61-Polineuropatia inflamatória,G61-Polineuropatia inflamatória,Misc,N/A,,
2b27fd7c-cec8-40aa-b9b6-0d2b1a20a9e8,,,DC_Outras polineuropatias,DC_Outras polineuropatias,G62-Outras polineuropatias,G62-Outras polineuropatias,Misc,N/A,,
3f237ba1-df79-4776-b43c-3c82b135c839,,,DC_Polineuropatia em doenças classificadas em outra parte,DC_Polineuropatia em doenças classificadas em outra parte,G63*-Polineuropatia em doenças classificadas em outra parte,G63*-Polineuropatia em doenças classificadas em outra parte,Misc,N/A,,
eec2bd25-ff77-44e6-aae7-05ef1bd354b1,,,DC_Outros transtornos do sistema nervoso periférico,DC_Outros transtornos do sistema nervoso periférico,G64-Outros transtornos do sistema nervoso periférico,G64-Outros transtornos do sistema nervoso periférico,Misc,N/A,,
f7fb935b-4376-480a-bfd4-f1670bb49d12,,,DC_Miastenia gravis e outros transtornos neuromusculares,DC_Miastenia gravis e outros transtornos neuromusculares,G70-Miastenia gravis e outros transtornos neuromusculares,G70-Miastenia gravis e outros transtornos neuromusculares,Misc,N/A,,
371d3333-46f0-4fcd-b469-3472d2d1969e,,,DC_Transtornos primários dos músculos,DC_Transtornos primários dos músculos,G71-Transtornos primários dos músculos,G71-Transtornos primários dos músculos,Misc,N/A,,
16b11269-5831-496d-b15d-ed1253b40ae6,,,DC_Outras miopatias,DC_Outras miopatias,G72-Outras miopatias,G72-Outras miopatias,Misc,N/A,,
6b23ace6-b664-4d5d-b5c3-25bf1f6a5d10,,,DC_Transtornos da junção mioneural e dos músculos em doenças classificadas em outra parte,DC_Transtornos da junção mioneural e dos músculos em doenças classificadas em outra parte,G73*-Transtornos da junção mioneural e dos músculos em doenças classificadas em outra parte,G73*-Transtornos da junção mioneural e dos músculos em doenças classificadas em outra parte,Misc,N/A,,
74e880c5-bd72-4c60-8c39-cad318ccd3b8,,,DC_Paralisia cerebral infantil,DC_Paralisia cerebral infantil,G80-Paralisia cerebral infantil,G80-Paralisia cerebral infantil,Misc,N/A,,
