uuid,Members,Answers,Fully specified name:pt,Fully specified name:en,Short name:pt,Short name:en,Data class,Data type,Same as mappings,_version:1,_order:100
a5430a81-0d52-4a3b-85d5-2189eca60602,,,Outros distúrbios metabólicos,Outros distúrbios metabólicos,E88-Outros distúrbios metabólicos,E88-Outros distúrbios metabólicos,Diagnosis,N/A,ICD 10 - WHO:E88,,
2cdcfce3-e57b-409e-8fa4-7666c25c9ecd,,,"Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte","Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte","E89-Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte","E89-Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte",Diagnosis,N/A,ICD 10 - WHO:E89,,
393b511a-7c36-4d67-b650-307d659d82e0,,,Transtornos nutricionais e metabólicos em doenças classificadas em outra parte,Transtornos nutricionais e metabólicos em doenças classificadas em outra parte,E90*-Transtornos nutricionais e metabólicos em doenças classificadas em outra parte,E90*-Transtornos nutricionais e metabólicos em doenças classificadas em outra parte,Diagnosis,N/A,ICD 10 - WHO:E90*,,
8330940d-8b77-468a-b760-2e2353ca9cc0,,,Demência na doença de Alzheimer (G30.-†),Demência na doença de Alzheimer (G30.-†),F00†-Demência na doença de Alzheimer (G30.-†),F00†-Demência na doença de Alzheimer (G30.-†),Diagnosis,N/A,ICD 10 - WHO:F00†,,
490017f0-4b81-4f9e-97df-31c706992b97,,,Demência vascular,Demência vascular,F01-Demência vascular,F01-Demência vascular,Diagnosis,N/A,ICD 10 - WHO:F01,,
e501eb33-005e-40ef-b172-c6b07bff825f,,,Demência em outras doenças classificadas em outra parte,Demência em outras doenças classificadas em outra parte,F02*-Demência em outras doenças classificadas em outra parte,F02*-Demência em outras doenças classificadas em outra parte,Diagnosis,N/A,ICD 10 - WHO:F02*,,
205de9da-de2a-4818-a06d-43a9cca9419e,,,Demência não especificada,Demência não especificada,F03-Demência não especificada,F03-Demência não especificada,Diagnosis,N/A,ICD 10 - WHO:F03,,
bd3850f6-692f-4c59-82e7-9ca693113391,,,Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas,Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas,F04-Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas,F04-Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas,Diagnosis,N/A,ICD 10 - WHO:F04,,
2eb2aa0b-aaec-4dd7-bd13-293e0bfa635c,,,Delírium não induzido pelo álcool ou por outras substâncias psicoativas,Delírium não induzido pelo álcool ou por outras substâncias psicoativas,F05-Delírium não induzido pelo álcool ou por outras substâncias psicoativas,F05-Delírium não induzido pelo álcool ou por outras substâncias psicoativas,Diagnosis,N/A,ICD 10 - WHO:F05,,
81f8460e-3f6c-4e66-bed4-b47670d99bb2,,,Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física,Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física,F06-Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física,F06-Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física,Diagnosis,N/A,ICD 10 - WHO:F06,,
42c1aa74-ba06-4c8f-9e49-f5f592af8d6d,,,"Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral","Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral","F07-Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral","F07-Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral",Diagnosis,N/A,ICD 10 - WHO:F07,,
94622aeb-6be6-4951-90b6-9a2c1a98702d,,,Transtorno mental orgânico ou sintomático não especificado,Transtorno mental orgânico ou sintomático não especificado,F09-Transtorno mental orgânico ou sintomático não especificado,F09-Transtorno mental orgânico ou sintomático não especificado,Diagnosis,N/A,ICD 10 - WHO:F09,,
d8e2fbdd-a27b-4bc5-a4cf-f81bdce21565,,,Transtornos mentais e comportamentais devidos ao uso de álcool,Transtornos mentais e comportamentais devidos ao uso de álcool,F10-Transtornos mentais e comportamentais devidos ao uso de álcool,F10-Transtornos mentais e comportamentais devidos ao uso de álcool,Diagnosis,N/A,ICD 10 - WHO:F10,,
e21f7a4b-5f8a-4385-a139-5a1101c1902e,,,Transtornos mentais e comportamentais devidos ao uso de opiáceos,Transtornos mentais e comportamentais devidos ao uso de opiáceos,F11-Transtornos mentais e comportamentais devidos ao uso de opiáceos,F11-Transtornos mentais e comportamentais devidos ao uso de opiáceos,Diagnosis,N/A,ICD 10 - WHO:F11,,
f33b94e9-add7-4b1d-9c63-13495deb551e,,,Transtornos mentais e comportamentais devidos ao uso de canabinóides,Transtornos mentais e comportamentais devidos ao uso de canabinóides,F12-Transtornos mentais e comportamentais devidos ao uso de canabinóides,F12-Transtornos mentais e comportamentais devidos ao uso de canabinóides,Diagnosis,N/A,ICD 10 - WHO:F12,,
fcbf0941-acbb-410b-af4c-075d7d6faf1c,,,Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos,Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos,F13-Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos,F13-Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos,Diagnosis,N/A,ICD 10 - WHO:F13,,
2b70cc59-3cb6-4334-b777-93c2dab03cec,,,Transtornos mentais e comportamentais devidos ao uso da cocaína,Transtornos mentais e comportamentais devidos ao uso da cocaína,F14-Transtornos mentais e comportamentais devidos ao uso da cocaína,F14-Transtornos mentais e comportamentais devidos ao uso da cocaína,Diagnosis,N/A,ICD 10 - WHO:F14,,
97406f3e-8055-4de1-b6a0-eb12c3fc3030,,,"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína","Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína","F15-Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína","F15-Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína",Diagnosis,N/A,ICD 10 - WHO:F15,,
5aff53e2-3156-4a1a-9995-c8fd2027e2b4,,,Transtornos mentais e comportamentais devidos ao uso de alucinógenos,Transtornos mentais e comportamentais devidos ao uso de alucinógenos,F16-Transtornos mentais e comportamentais devidos ao uso de alucinógenos,F16-Transtornos mentais e comportamentais devidos ao uso de alucinógenos,Diagnosis,N/A,ICD 10 - WHO:F16,,
ecd178a5-dbfe-4592-8713-6125008013b2,,,Transtornos mentais e comportamentais devidos ao uso de fumo,Transtornos mentais e comportamentais devidos ao uso de fumo,F17-Transtornos mentais e comportamentais devidos ao uso de fumo,F17-Transtornos mentais e comportamentais devidos ao uso de fumo,Diagnosis,N/A,ICD 10 - WHO:F17,,
04eaafe2-8c08-4f08-a365-8faea81e9a33,,,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F18-Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,F18-Transtornos mentais e comportamentais devidos ao uso de solventes voláteis,Diagnosis,N/A,ICD 10 - WHO:F18,,
835bf2de-7fe9-48c0-b5be-92fdbf3de667,,,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F19-Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,F19-Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas,Diagnosis,N/A,ICD 10 - WHO:F19,,
e5ab2cfe-c669-4ea7-aa3a-49dfc4ca9888,,,Esquizofrenia,Esquizofrenia,F20-Esquizofrenia,F20-Esquizofrenia,Diagnosis,N/A,ICD 10 - WHO:F20,,
968dd41e-cc89-4b48-908d-7b4f12014613,,,Transtorno esquizotípico,Transtorno esquizotípico,F21-Transtorno esquizotípico,F21-Transtorno esquizotípico,Diagnosis,N/A,ICD 10 - WHO:F21,,
5a5c1ebe-e494-4698-bb8c-4990a1d41703,,,Transtornos delirantes persistentes,Transtornos delirantes persistentes,F22-Transtornos delirantes persistentes,F22-Transtornos delirantes persistentes,Diagnosis,N/A,ICD 10 - WHO:F22,,
d0df48a7-ab98-4a08-afaf-0672cc3c9dde,,,Transtornos psicóticos agudos e transitórios,Transtornos psicóticos agudos e transitórios,F23-Transtornos psicóticos agudos e transitórios,F23-Transtornos psicóticos agudos e transitórios,Diagnosis,N/A,ICD 10 - WHO:F23,,
2e82d93b-b91c-4b2d-bfaf-76844bdb5473,,,Transtorno delirante induzido,Transtorno delirante induzido,F24-Transtorno delirante induzido,F24-Transtorno delirante induzido,Diagnosis,N/A,ICD 10 - WHO:F24,,
20e3b733-566d-4085-8fc3-fdc0742a089f,,,Transtornos esquizoafetivos,Transtornos esquizoafetivos,F25-Transtornos esquizoafetivos,F25-Transtornos esquizoafetivos,Diagnosis,N/A,ICD 10 - WHO:F25,,
a517b4a7-b469-4543-a24e-20275b1a1bf6,,,Outros transtornos psicóticos não-orgânicos,Outros transtornos psicóticos não-orgânicos,F28-Outros transtornos psicóticos não-orgânicos,F28-Outros transtornos psicóticos não-orgânicos,Diagnosis,N/A,ICD 10 - WHO:F28,,
1c828bae-6ea7-4452-a1b0-ec34bced5844,,,Psicose não-orgânica não especificada,Psicose não-orgânica não especificada,F29-Psicose não-orgânica não especificada,F29-Psicose não-orgânica não especificada,Diagnosis,N/A,ICD 10 - WHO:F29,,
f2ce122d-dc77-4cf9-9f00-74f8c11a8c4e,,,Episódio maníaco,Episódio maníaco,F30-Episódio maníaco,F30-Episódio maníaco,Diagnosis,N/A,ICD 10 - WHO:F30,,
1738c401-bb3b-44cd-9e57-3bc3c1d998f7,,,Transtorno afetivo bipolar,Transtorno afetivo bipolar,F31-Transtorno afetivo bipolar,F31-Transtorno afetivo bipolar,Diagnosis,N/A,ICD 10 - WHO:F31,,
36f47b6b-cbc0-441f-a16a-770f94fb3491,,,Episódios depressivos,Episódios depressivos,F32-Episódios depressivos,F32-Episódios depressivos,Diagnosis,N/A,ICD 10 - WHO:F32,,
fabbbcf9-6244-44af-8cda-71f624065f03,,,Transtorno depressivo recorrente,Transtorno depressivo recorrente,F33-Transtorno depressivo recorrente,F33-Transtorno depressivo recorrente,Diagnosis,N/A,ICD 10 - WHO:F33,,
4d0beeff-52e1-4818-ab3e-ab34ba805f9c,,,Transtornos de humor [afetivos] persistentes,Transtornos de humor [afetivos] persistentes,F34-Transtornos de humor [afetivos] persistentes,F34-Transtornos de humor [afetivos] persistentes,Diagnosis,N/A,ICD 10 - WHO:F34,,
1ebd037d-56ba-4358-a4dd-b06d9a6e2ae9,,,Outros transtornos do humor [afetivos],Outros transtornos do humor [afetivos],F38-Outros transtornos do humor [afetivos],F38-Outros transtornos do humor [afetivos],Diagnosis,N/A,ICD 10 - WHO:F38,,
201c1212-cc8d-4342-be01-b5322e63be92,,,Transtorno do humor [afetivo] não especificado,Transtorno do humor [afetivo] não especificado,F39-Transtorno do humor [afetivo] não especificado,F39-Transtorno do humor [afetivo] não especificado,Diagnosis,N/A,ICD 10 - WHO:F39,,
fd6ac777-3031-431a-b751-a4cd9c197584,,,Transtornos fóbico-ansiosos,Transtornos fóbico-ansiosos,F40-Transtornos fóbico-ansiosos,F40-Transtornos fóbico-ansiosos,Diagnosis,N/A,ICD 10 - WHO:F40,,
f22d05c5-6bb4-4ed8-9d16-75f9ed2e2822,,,Outros transtornos ansiosos,Outros transtornos ansiosos,F41-Outros transtornos ansiosos,F41-Outros transtornos ansiosos,Diagnosis,N/A,ICD 10 - WHO:F41,,
ec87f5f2-5e5c-4395-9c8c-56bda424684a,,,Transtorno obsessivo-compulsivo,Transtorno obsessivo-compulsivo,F42-Transtorno obsessivo-compulsivo,F42-Transtorno obsessivo-compulsivo,Diagnosis,N/A,ICD 10 - WHO:F42,,
6675b1f8-c9ee-43b2-a136-12ebd71e4a12,,,"Reações ao ""stress"" grave e transtornos de adaptação","Reações ao ""stress"" grave e transtornos de adaptação","F43-Reações ao ""stress"" grave e transtornos de adaptação","F43-Reações ao ""stress"" grave e transtornos de adaptação",Diagnosis,N/A,ICD 10 - WHO:F43,,
7c46b981-f27a-47b2-9de3-f28676d42d53,,,Transtornos dissociativos [de conversão],Transtornos dissociativos [de conversão],F44-Transtornos dissociativos [de conversão],F44-Transtornos dissociativos [de conversão],Diagnosis,N/A,ICD 10 - WHO:F44,,
3c58e861-08ed-483e-a97e-691e1ab26247,,,Transtornos somatoformes,Transtornos somatoformes,F45-Transtornos somatoformes,F45-Transtornos somatoformes,Diagnosis,N/A,ICD 10 - WHO:F45,,
b5db472a-7812-4820-b690-bd974fdf22f8,,,Outros transtornos neuróticos,Outros transtornos neuróticos,F48-Outros transtornos neuróticos,F48-Outros transtornos neuróticos,Diagnosis,N/A,ICD 10 - WHO:F48,,
582fd65d-0437-4ca4-8410-4b0b96474bae,,,Transtornos da alimentação,Transtornos da alimentação,F50-Transtornos da alimentação,F50-Transtornos da alimentação,Diagnosis,N/A,ICD 10 - WHO:F50,,
885f3793-5fd8-4f92-bc0a-3475f00ddb9b,,,Transtornos não-orgânicos do sono devidos a fatores emocionais,Transtornos não-orgânicos do sono devidos a fatores emocionais,F51-Transtornos não-orgânicos do sono devidos a fatores emocionais,F51-Transtornos não-orgânicos do sono devidos a fatores emocionais,Diagnosis,N/A,ICD 10 - WHO:F51,,
c075cd2b-7db2-49e9-93b9-6faaf5cd24a6,,,"Disfunção sexual, não causada por transtorno ou doença orgânica","Disfunção sexual, não causada por transtorno ou doença orgânica","F52-Disfunção sexual, não causada por transtorno ou doença orgânica","F52-Disfunção sexual, não causada por transtorno ou doença orgânica",Diagnosis,N/A,ICD 10 - WHO:F52,,
ae0f7557-58c1-4ffb-8872-ad83dd6a14a1,,,"Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte","Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte","F53-Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte","F53-Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte",Diagnosis,N/A,ICD 10 - WHO:F53,,
bc5f134d-cd40-4e0f-8493-bd55486b2ba7,,,Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,F54-Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,F54-Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte,Diagnosis,N/A,ICD 10 - WHO:F54,,
1b745898-f95b-4209-a97c-3013a13c7696,,,Abuso de substâncias que não produzem dependência,Abuso de substâncias que não produzem dependência,F55-Abuso de substâncias que não produzem dependência,F55-Abuso de substâncias que não produzem dependência,Diagnosis,N/A,ICD 10 - WHO:F55,,
053194c4-0233-4eb7-ad98-43ba971dfa02,,,"Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas","Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas","F59-Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas","F59-Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas",Diagnosis,N/A,ICD 10 - WHO:F59,,
442d45db-0c36-4883-8924-9ade5c226032,,,Transtornos específicos da personalidade,Transtornos específicos da personalidade,F60-Transtornos específicos da personalidade,F60-Transtornos específicos da personalidade,Diagnosis,N/A,ICD 10 - WHO:F60,,
b0e94e2d-76ec-497b-90ee-5eda4182ef85,,,Transtornos mistos da personalidade e outros transtornos da personalidade,Transtornos mistos da personalidade e outros transtornos da personalidade,F61-Transtornos mistos da personalidade e outros transtornos da personalidade,F61-Transtornos mistos da personalidade e outros transtornos da personalidade,Diagnosis,N/A,ICD 10 - WHO:F61,,
d8b4e028-678a-49a6-bada-16c1018bdcd3,,,Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,F62-Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,F62-Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral,Diagnosis,N/A,ICD 10 - WHO:F62,,
4512b54e-6882-4764-9918-67603c3c81b3,,,Transtornos dos hábitos e dos impulsos,Transtornos dos hábitos e dos impulsos,F63-Transtornos dos hábitos e dos impulsos,F63-Transtornos dos hábitos e dos impulsos,Diagnosis,N/A,ICD 10 - WHO:F63,,
f78e4f68-33ce-43cf-847f-7978151bb35c,,,Transtornos da identidade sexual,Transtornos da identidade sexual,F64-Transtornos da identidade sexual,F64-Transtornos da identidade sexual,Diagnosis,N/A,ICD 10 - WHO:F64,,
eaffc294-49d3-4825-a1dd-4dceb835c99e,,,Transtornos da preferência sexual,Transtornos da preferência sexual,F65-Transtornos da preferência sexual,F65-Transtornos da preferência sexual,Diagnosis,N/A,ICD 10 - WHO:F65,,
2aaad4e8-f2c2-49a7-9289-7e5d00ab4817,,,Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,F66-Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,F66-Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação,Diagnosis,N/A,ICD 10 - WHO:F66,,
a1c5962a-ad9e-4bc5-a2f4-ab4fb761e829,,,Outros transtornos da personalidade e do comportamento do adulto,Outros transtornos da personalidade e do comportamento do adulto,F68-Outros transtornos da personalidade e do comportamento do adulto,F68-Outros transtornos da personalidade e do comportamento do adulto,Diagnosis,N/A,ICD 10 - WHO:F68,,
30a86e6f-e68d-42b4-8f5c-31653313c97b,,,"Transtorno da personalidade e do comportamento do adulto, não especificado","Transtorno da personalidade e do comportamento do adulto, não especificado","F69-Transtorno da personalidade e do comportamento do adulto, não especificado","F69-Transtorno da personalidade e do comportamento do adulto, não especificado",Diagnosis,N/A,ICD 10 - WHO:F69,,
072eab4f-15c9-4bbe-93b5-d64d9668e93e,,,Retardo mental leve,Retardo mental leve,F70-Retardo mental leve,F70-Retardo mental leve,Diagnosis,N/A,ICD 10 - WHO:F70,,
671525ce-9c85-406a-95b1-7cdd5bafdc62,,,Retardo mental moderado,Retardo mental moderado,F71-Retardo mental moderado,F71-Retardo mental moderado,Diagnosis,N/A,ICD 10 - WHO:F71,,
277262b1-9dcd-48a4-80cd-d74832b10ed7,,,Retardo mental grave,Retardo mental grave,F72-Retardo mental grave,F72-Retardo mental grave,Diagnosis,N/A,ICD 10 - WHO:F72,,
9ef946b2-0c69-4497-a688-4f5c2e1e8a68,,,Retardo mental profundo,Retardo mental profundo,F73-Retardo mental profundo,F73-Retardo mental profundo,Diagnosis,N/A,ICD 10 - WHO:F73,,
60f059b4-f5bd-4fda-9d69-fe89857417e1,,,Outro retardo mental,Outro retardo mental,F78-Outro retardo mental,F78-Outro retardo mental,Diagnosis,N/A,ICD 10 - WHO:F78,,
082382b4-61e1-4149-9441-ac9036e75f7e,,,Retardo mental não especificado,Retardo mental não especificado,F79-Retardo mental não especificado,F79-Retardo mental não especificado,Diagnosis,N/A,ICD 10 - WHO:F79,,
43b5bbbb-a9f8-44d2-afcc-1bee0071a5c8,,,Transtornos específicos do desenvolvimento da fala e da linguagem,Transtornos específicos do desenvolvimento da fala e da linguagem,F80-Transtornos específicos do desenvolvimento da fala e da linguagem,F80-Transtornos específicos do desenvolvimento da fala e da linguagem,Diagnosis,N/A,ICD 10 - WHO:F80,,
95dc15ea-0263-4f3a-87b7-566562a9c1b4,,,Transtornos específicos do desenvolvimento das habilidades escolares,Transtornos específicos do desenvolvimento das habilidades escolares,F81-Transtornos específicos do desenvolvimento das habilidades escolares,F81-Transtornos específicos do desenvolvimento das habilidades escolares,Diagnosis,N/A,ICD 10 - WHO:F81,,
7f971a47-4485-41bb-9d68-e98443da7798,,,Transtorno específico do desenvolvimento motor,Transtorno específico do desenvolvimento motor,F82-Transtorno específico do desenvolvimento motor,F82-Transtorno específico do desenvolvimento motor,Diagnosis,N/A,ICD 10 - WHO:F82,,
e9aaeb02-7f42-4bca-a853-603dad10dc3f,,,Transtornos específicos misto do desenvolvimento,Transtornos específicos misto do desenvolvimento,F83-Transtornos específicos misto do desenvolvimento,F83-Transtornos específicos misto do desenvolvimento,Diagnosis,N/A,ICD 10 - WHO:F83,,
06464abf-7e89-4e5c-9d80-d58c1afb4942,,,Transtornos globais do desenvolvimento,Transtornos globais do desenvolvimento,F84-Transtornos globais do desenvolvimento,F84-Transtornos globais do desenvolvimento,Diagnosis,N/A,ICD 10 - WHO:F84,,
988ac0c9-aaf0-495c-a055-430682cf6f7b,,,Outros transtornos do desenvolvimento psicológico,Outros transtornos do desenvolvimento psicológico,F88-Outros transtornos do desenvolvimento psicológico,F88-Outros transtornos do desenvolvimento psicológico,Diagnosis,N/A,ICD 10 - WHO:F88,,
90dae43f-fbeb-47eb-a9cd-ca29fed4c19e,,,Transtorno do desenvolvimento psicológico não especificado,Transtorno do desenvolvimento psicológico não especificado,F89-Transtorno do desenvolvimento psicológico não especificado,F89-Transtorno do desenvolvimento psicológico não especificado,Diagnosis,N/A,ICD 10 - WHO:F89,,
8d25d57c-9558-4f8d-ac7b-2f28b9b21bac,,,Transtornos hipercinéticos,Transtornos hipercinéticos,F90-Transtornos hipercinéticos,F90-Transtornos hipercinéticos,Diagnosis,N/A,ICD 10 - WHO:F90,,
526de064-8e55-4c89-8a1d-6a5adc423ea9,,,Distúrbios de conduta,Distúrbios de conduta,F91-Distúrbios de conduta,F91-Distúrbios de conduta,Diagnosis,N/A,ICD 10 - WHO:F91,,
e9772c87-e3ec-4ac5-b788-76fe5c840341,,,Transtornos mistos de conduta e das emoções,Transtornos mistos de conduta e das emoções,F92-Transtornos mistos de conduta e das emoções,F92-Transtornos mistos de conduta e das emoções,Diagnosis,N/A,ICD 10 - WHO:F92,,
a28bff17-dd4f-4b53-9be7-cd6a37316a45,,,Transtornos emocionais com início especificamente na infância,Transtornos emocionais com início especificamente na infância,F93-Transtornos emocionais com início especificamente na infância,F93-Transtornos emocionais com início especificamente na infância,Diagnosis,N/A,ICD 10 - WHO:F93,,
0d7533d2-f2e7-4045-8601-08358cc80870,,,Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,F94-Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,F94-Transtornos do funcionamento social com início especificamente durante a infância ou a adolescência,Diagnosis,N/A,ICD 10 - WHO:F94,,
87deba9d-12e6-4214-af6b-1b75e26ce7e5,,,Tiques,Tiques,F95-Tiques,F95-Tiques,Diagnosis,N/A,ICD 10 - WHO:F95,,
a2c09fef-51f4-4581-8337-9ba6408fbcd0,,,Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,F98-Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,F98-Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência,Diagnosis,N/A,ICD 10 - WHO:F98,,
72f18770-d0d6-4e47-bd0d-e38bc68de4b4,,,Transtorno mental não especificado,Transtorno mental não especificado,F99-Transtorno mental não especificado,F99-Transtorno mental não especificado,Diagnosis,N/A,ICD 10 - WHO:F99,,
46cc78ea-5f43-46c2-b94b-5b8c391bbcc4,,,Transtorno mental não especificado em outra parte,Transtorno mental não especificado em outra parte,F99-Transtorno mental não especificado em outra parte,F99-Transtorno mental não especificado em outra parte,Diagnosis,N/A,ICD 10 - WHO:F99,,
08d58b41-32bb-41cf-92e0-d9046c6f708e,,,Meningite bacteriana não classificada em outra parte,Meningite bacteriana não classificada em outra parte,G00-Meningite bacteriana não classificada em outra parte,G00-Meningite bacteriana não classificada em outra parte,Diagnosis,N/A,ICD 10 - WHO:G00,,
6502cc8e-598b-418c-bf8c-2b30bfce1054,,,Meningite em doenças bacterianas classificadas em outra parte,Meningite em doenças bacterianas classificadas em outra parte,G01*-Meningite em doenças bacterianas classificadas em outra parte,G01*-Meningite em doenças bacterianas classificadas em outra parte,Diagnosis,N/A,ICD 10 - WHO:G01*,,
5e811fca-a44f-4293-b478-d2c3543c8411,,,Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,G02*-Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,G02*-Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte,Diagnosis,N/A,ICD 10 - WHO:G02*,,
63e397d1-722a-43f3-85b4-83f94f873fbc,,,Meningite devida a outras causas e a causas não especificadas,Meningite devida a outras causas e a causas não especificadas,G03-Meningite devida a outras causas e a causas não especificadas,G03-Meningite devida a outras causas e a causas não especificadas,Diagnosis,N/A,ICD 10 - WHO:G03,,
678296d5-d65e-4ef1-a4b1-18e069c09f3d,,,"Encefalite, mielite e encefalomielite","Encefalite, mielite e encefalomielite","G04-Encefalite, mielite e encefalomielite","G04-Encefalite, mielite e encefalomielite",Diagnosis,N/A,ICD 10 - WHO:G04,,
f132c801-c46c-453a-92ab-5fbe12b09098,,,"Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","G05*-Encefalite, mielite e encefalomielite em doenças classificadas em outra parte","G05*-Encefalite, mielite e encefalomielite em doenças classificadas em outra parte",Diagnosis,N/A,ICD 10 - WHO:G05*,,
44a51c0c-f3e9-4a14-b82a-030769d553ab,,,Abscesso e granuloma intracranianos e intra-raquidianos,Abscesso e granuloma intracranianos e intra-raquidianos,G06-Abscesso e granuloma intracranianos e intra-raquidianos,G06-Abscesso e granuloma intracranianos e intra-raquidianos,Diagnosis,N/A,ICD 10 - WHO:G06,,
9eb6e16a-7d94-4a33-afa3-1a55473390b1,,,Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,G07*-Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,G07*-Abscesso e granuloma intracranianos e intraspinais em doenças classificadas em outra parte,Diagnosis,N/A,ICD 10 - WHO:G07*,,
86876658-0e74-49f7-afa9-be88d929e4ed,,,Flebite e tromboflebite intracranianas e intra-raquidianas,Flebite e tromboflebite intracranianas e intra-raquidianas,G08-Flebite e tromboflebite intracranianas e intra-raquidianas,G08-Flebite e tromboflebite intracranianas e intra-raquidianas,Diagnosis,N/A,ICD 10 - WHO:G08,,
0c24487e-83aa-4731-a57d-1a0a66bea006,,,Seqüelas de doenças inflamatórias do sistema nervoso central,Seqüelas de doenças inflamatórias do sistema nervoso central,G09-Seqüelas de doenças inflamatórias do sistema nervoso central,G09-Seqüelas de doenças inflamatórias do sistema nervoso central,Diagnosis,N/A,ICD 10 - WHO:G09,,
f9b4deb1-24de-4db7-8594-4140008efc03,,,Doença de Huntington,Doença de Huntington,G10-Doença de Huntington,G10-Doença de Huntington,Diagnosis,N/A,ICD 10 - WHO:G10,,
bdfe4e89-f72a-48e1-8682-2a530d1bef83,,,Ataxia hereditária,Ataxia hereditária,G11-Ataxia hereditária,G11-Ataxia hereditária,Diagnosis,N/A,ICD 10 - WHO:G11,,
ffa66931-f00e-460a-a069-2c5159c9a2a9,,,Atrofia muscular espinal e síndromes correlatas,Atrofia muscular espinal e síndromes correlatas,G12-Atrofia muscular espinal e síndromes correlatas,G12-Atrofia muscular espinal e síndromes correlatas,Diagnosis,N/A,ICD 10 - WHO:G12,,
