uuid,Members,Answers,Fully specified name:en,Fully specified name:pt,Short name:en,Short name:pt,Description:en,Description:pt,Data class,Data type,Units,Normal high,Normal low,_version:1,_order:1002
b503755a-924f-11e9-bc42-526af7764f64,,,Apss_Differentiated_Models_Date,Apss_Differentiated_Models_Date,Date,Data de início TARV,Date declared by patient /Caregiver,Declarada pelo Paciente/Cuidador,Misc,Date,,,,,
b503767c-924f-11e9-bc42-526af7764f64,,,Apss_Differentiated_Models_Name_Provider,Apss_Differentiated_Models_Name_Provider,Name of Provider,Nome do Provedor,,,Misc,Text,,,,,
b503779e-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted_Yes,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5037a14-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted_No,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted_No,No,Não,,,Misc,N/A,,,,,
b5037b54-924f-11e9-bc42-526af7764f64,,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted_Yes;Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted_No,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted,Patient/Caregiver agrees to be contacted,O Paciente/cuidador concorda em ser contactado,,,Misc,Coded,,,,,
b5037c80-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Type_Contact_Phone_call,Apss_Agreement_Terms_Type_Contact_Phone_call,Phone call,Chamada Telefônica,,,Misc,N/A,,,,,
b5037e24-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Type_Contact_SMS,Apss_Agreement_Terms_Type_Contact_SMS,SMS,SMS,,,Misc,N/A,,,,,
b5037f46-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Type_Contact_House_Visits,Apss_Agreement_Terms_Type_Contact_House_Visits,House Visits,Visita Domiciliária,,,Misc,N/A,,,,,
b5038068-924f-11e9-bc42-526af7764f64,,Apss_Agreement_Terms_Type_Contact_Phone_call;Apss_Agreement_Terms_Type_Contact_SMS;Apss_Agreement_Terms_Type_Contact_House_Visits,Apss_Agreement_Terms_Type_Contact,Apss_Agreement_Terms_Type_Contact,Type of Contact,Tipo de Contacto,,,Misc,Coded,,,,,
b50383f6-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Confidant_agrees_contacted_Yes,Apss_Agreement_Terms_Confidant_agrees_contacted_Yes,Yes,Sim,,,Misc,N/A,,,,,
b503854a-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Confidant_agrees_contacted_No,Apss_Agreement_Terms_Confidant_agrees_contacted_No,No,Não,,,Misc,N/A,,,,,
b5038676-924f-11e9-bc42-526af7764f64,,Apss_Agreement_Terms_Confidant_agrees_contacted_Yes;Apss_Agreement_Terms_Confidant_agrees_contacted_No,Apss_Agreement_Terms_Confidant_agrees_contacted,Apss_Agreement_Terms_Confidant_agrees_contacted,Confidant agrees to be contacted,O confidente concorda em ser contactado,,,Misc,Coded,,,,,
b5038798-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_Phone_call,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_Phone_call,Phone call,Chamada Telefônica,,,Misc,N/A,,,,,
b50388b0-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_SMS,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_SMS,SMS,SMS,,,Misc,N/A,,,,,
b5038b12-924f-11e9-bc42-526af7764f64,,,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_Visits,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_Visits,House Visits,Visita Domiciliária,,,Misc,N/A,,,,,
b5038c48-924f-11e9-bc42-526af7764f64,,Apss_Agreement_Terms_Confidant_agrees_contacted_TC_Phone_call;Apss_Agreement_Terms_Confidant_agrees_contacted_TC_SMS;Apss_Agreement_Terms_Confidant_agrees_contacted_TC_Visits,Apss_Agreement_Terms_Confidant_agrees_contacted_Type_of_TC_Contact,Apss_Agreement_Terms_Confidant_agrees_contacted_Type_of_TC_Contact,Type of Contact,Tipo de Contacto,,,Misc,Coded,,,,,
b5038d74-924f-11e9-bc42-526af7764f64,Apss_Agreement_Terms_Patient_Caregiver_agrees_contacted;Apss_Agreement_Terms_Type_Contact;Apss_Agreement_Terms_Confidant_agrees_contacted;Apss_Agreement_Terms_Confidant_agrees_contacted_Type_of_TC_Contact,,Apss_Agreement_Terms,Apss_Agreement_Terms,Agreement Terms,Termos de Consentimento,,,Misc,N/A,,,,,
d4ad3126-0625-4051-8677-1ba11fbea7dd,Apss_Prepared_start_ARV_treatment;Apss_Differentiated_Models_Date;Apss_Differentiated_Models_Name_Provider;Apss_Agreement_Terms;,,Apss_Section_IV,Apss_Section_IV,Section IV,Secção IV,,,Misc,N/A,,,,,
b5038ea0-924f-11e9-bc42-526af7764f64,Apss_Section_I;Apss_Section_II;Apss_Section_III;Apss_Section_IV;,,Apss_obs_form,Apss_obs_form,APSS,APSS,,,Misc,N/A,,,,,
